ref_no,title,tender_value,bid_submission_end_date,emd,bid_open_date
02/EE&SM(E&M)/KPED/2025-26,"Operation and annual maintenance of IEI, lifts, street lights, Water Treatment plant, borewell water supply pump sets, 3 x 500  KVA  DG  sets, 4 x 630 KVA distribution transformers,  fire  alarm  system, fire  fighting  (water based)  system, 4 x 400  TR central air conditioning plant etc. in  Academic  Campus,  JIPMER,  Karaikal.  And Operation and  Annual  maintenance  of  IEI, LIFTs,  Street  lights,  WTP, borewell pumps, hydro pneumatic pumps,2 x  500  KVA  DG  set,  2 x 630  KVA  Substation equipment in 152 nos Residential Quarters   at JIPMER, Karaikal for the year 2025-26. SH: Providing Comprehensive annual maintenance  for 13 Passenger lifts in JIPMER Academic Campus and Residential Quarters.Subwork/Packages:Providing Comprehensive annual maintenance  for 13 Passenger lifts in JIPMER Academic Campus and Residential Quarters.","₹7,96,918",18/06/2025 15:00,"₹15,938",18/06/2025 15:30
82/EE(E)/HCED/2025-26,RMO E AND M WORK SERVICES AT NIMH (NIEPID) SECTOR 40 NOIDA UP SH OPERATION AND ROUTINE MAINTENANCE OF ELECTRICAL INSTALLATION WATER SUPPLY PUMP SET SUB STATION FIRE ALARM FIRE FIGHTING DG SET AND LIFT,"₹24,74,806",10/06/2025 15:00,"₹49,496",10/06/2025 15:30
08/CE/NDZ-1/ID/2025-26 (NIT No. 51/EE/I-DIV/SUB-DIV-4-I/2025-26),UPGRADATION  WORK OF BUNGALOW NO 13 TUGHLAK ROAD OCCUPIED BY DELHI HIGH COURT JUDGES UNDER 4-I SUB DIVISION DURING 2025-26 SH CONSTRUCTION OF NEW OFFICE FOR HON BLE JUDGE CHAMBER RENOVATION OF TOILET KITCHEN INTERNAL AND EXTERNAL PAINTING AND MISC WORK IN OTHER BUNGALOWS OF DELHI HIGH COURT I/C ELECTRICAL WORK,"₹2,19,51,808",07/06/2025 15:00,"₹4,39,036",07/06/2025 15:30
15/2025-26/EE(E)/PHEWD,"Provision of De-Watering pumps at North Utility Basement, Parliament House.Subwork/Packages:Provision of De-Watering pumps at North Utility Basement, Parliament House.","₹16,26,057",07/06/2025 15:00,"₹32,521",07/06/2025 15:30
17/Hubli/SE/EE/e-Tender/2025-26,"Upgradation of existing ESIC Hospital from 50 Beds to 100 beds at Hubli, Karnataka. SH: Planning, Designing and Construction of a Hospital project (Civil, E & M and all other works) consisting of 50 Bedded Hospital Building, Canteen building, underground sump and pump room, AC plant room, Site development works, Specialized works, MEP Services etc. including dismantling and disposal of existing Hospital and underground sump with pump room and 3 Nos Structures, setting up of the hospital project, taking all local body & other approvals, making fir for occupation, all complete on Engineering, Procurement and Construction (EPC) basis for ESIC at Hubli, Karnataka.","₹43,29,37,259",16/06/2025 15:00,"₹53,29,373",16/06/2025 15:30
60/EE/Mumbai-IV/2025-26,"Raising of compound wall Vijay Nagar to Bharani Naka to CGH at S.M.Plot, Phase-I, Sector-VII, Antop Hill, Mumbai-37, during 2025-26Subwork/Packages:Raising of Compound wall Vijay Nagar to Bharani Naka to CGH at S.M.Plot, Phase-I, Sector-VII, Antop Hill, Mumbai-37, during 2025-26","₹25,68,717",09/06/2025 15:00,"₹51,374",09/06/2025 15:30
01/NIT/CEcumED/BPZ/EE&SM-III/KPD/CPWD/2025-26(Recall),"C/o EMRS Dhanarbhatta, Kalahandi, Odisha.Subwork/Packages:C/o 08 Nos. T-III Qtrs. (G Plus 3) (01 Blocks), 08 Nos. T-II Qtrs. (G Plus 3) (01 Block), i/c internal water supply, sanitary installation, internal electrical installations etc.","₹5,18,88,135",14/06/2025 15:00,"₹10,37,762",14/06/2025 15:30
NIQ/EE&SM(C)-II82025/23(E),Construction of 04 nos School Building at Central University of South Bihar panchanpur GayaSubwork/Packages:Making partition and painting work in ofice of EE & SM(C)-II BGPC CPWD Gaya,"₹3,51,000",06/06/2025 15:00,₹0,06/06/2025 15:30
NIQ/EE&SM(C)-II/2025/24(E),Construction of new Building Project at Central university of South Bihar panchanpur Gaya on Engineering Procurement and Construction EPC basisSubwork/Packages:Covering of Health Centre Reception counter platform with MS Post Rafter Purlin and GI Profile SHeet,"₹92,569",06/06/2025 15:00,₹0,06/06/2025 15:30
30/EE(E)/KCED-I/CPWD/2025-26,"R.M.O. of Electrical & Mechanical Services in Central Excise Office Building (GST Bhawan), Kasba, Kolkata. (SH: Electrical internal wiring with PVC trunking work in GST Bhawan, Kasba, Kolkata.)","₹9,27,337",09/06/2025 15:00,"₹18,547",09/06/2025 15:30
34/EE(E)/KCED-I/CPWD/2025-26,"MOEI & fans i/c compound light, RMO Motor Pump Sets, DG Set, Lifts, Sub-station equipments, Wet Riser, Fire Alarm at C.I.S.F. Complex, E.M. Bye Pass, Kasba, Kolkata, during 2025-26. (SH: Comprehensive Operation and Maintenance of EI, Pump, DG Set, Street Light, Sub Station etc. at C.I.S.F. Complex, Kolkata.","₹11,07,960",09/06/2025 15:00,"₹22,159",09/06/2025 15:30
29/EEE/DED-11/25-26,"Upgradation of existing various GPRA Quarters at Type -5 and 6 DDU Marg, New Delhi. (SH: SITC of geyser at type-5 and 6 GPRA Quarter)Subwork/Packages:SITC of geyser at type -5 and 6 GPRA Quarter.","₹27,32,670",09/06/2025 16:00,"₹54,653",09/06/2025 16:30
30/EEE/DED-11/25-26,"Upgradation of existing various GPRA Quarters at Type-7, DDU Marg, New Delhi. (SH: SITC of Geyser at Type-7 GPRA Quarter)Subwork/Packages:SITC of geyser at Type -7 GPRA Quarter.","₹28,26,900",09/06/2025 16:00,"₹56,538",09/06/2025 16:30
04/AE(E)-I/Mumbai-I/2025-26,"ARMO of specialized E and M service for C.R. Apartment at Cassimetha, Darbhanga House and ITO flats at Pedder Road, Mumbai. SH- Comprehensive maintenance of OTIS make lifts.Subwork/Packages:Comprehensive maintenance of OTIS make lifts.","₹4,82,400",05/06/2025 15:00,"₹9,648",05/06/2025 15:30
31/EEE/DED-11/25-26,"Upgradation of existing various GPRA Quarters at type- 5 and 6 DDU Marg, New Delhi. (SH: SITC of Chimney at Type - 5 & 6 , GPRA Quarter)Subwork/Packages:SITC of chimney at type-5&6, GPRA Quarter","₹28,40,310",09/06/2025 16:00,"₹56,806",09/06/2025 16:30
35/EE(E)/KCED-I/CPWD/2025-26,"MOEI and Fans including street light operation and maintenance of water supply RMO MP Sets, RMO Lift and DG Set and annual electricity consumption charges for the LT supply of GP Residential Quarter and Office Building etc. (SH: Providing computerized CPWD SEWA Services for GP Quarters and Office Building and all other offices/residential quarters under KCED-I)","₹9,96,348",09/06/2025 15:00,"₹19,927",09/06/2025 15:30
28/EEE/DED-61/25-26/recall,RMO various electrical and mechanical services in 274 nos. qtrs. of ICAR Colony Krishi Vihar New Delhi. SH : Comprehensive maintenance of 1 no. 125 KVA cummins make DG set.,"₹3,97,059",09/06/2025 15:00,"₹7,941",09/06/2025 15:30
32/EEE/DED-11/25-26,"Maintenance of Electrical and Mechanical Services at Type-7, DDU Marg, Quarter, New Delhi. (SH : Annual comprehensive maintenance of 12 Nos. Johnson make lifts at Type-7, DDU Marg Quarter)Subwork/Packages:Annual Comprehensive maintenance of 12 Nos. Johnson make lifts at Type-7 DDU Marg Quarter.","₹25,46,052",09/06/2025 16:00,"₹50,921",09/06/2025 16:30
35/EEE/DED-11/25-26,"Upgradation of existing CP Plus Make Security Surveillance System in CGRC Complex, Type-5 & 6 DDU Marg, New Delhi.Subwork/Packages:Upgradation of existing CP Plus make Security Surveillance System in CGRC Complex, Type-5 & 6 DDU Marg, New Delhi.","₹25,53,901",09/06/2025 16:00,"₹51,078",09/06/2025 16:30
10/2025-26/EE(E)/PHEWD - Recall 1,"AM&O (2025-26): Fire Detection, Alarm and fighting system in Parliament House, New Delhi. (SH: Comprehensive Maintenance & Operation of  Digital PA system & Emergency evacuation System (Bosch make) in Samvidhan Sadan).Subwork/Packages:AM&O (2025-26): Fire Detection, Alarm and fighting system in Parliament House, New Delhi. (SH: Comprehensive Maintenance & Operation of Digital PA System & Emergency evacuation System (Bosch make) in Samvidhan Sadan).","₹6,83,900",11/06/2025 15:00,"₹13,678",11/06/2025 15:30
14/EEE/Gwalior/2025-26,"Charge to contingencies of construction and installation of 7 nos of lifts 15-16 person capacity for boys and girls hostels and connecting corridor between library and wing B of pocket A at ABVIIITM campus Gwalior MP SH : Hiring of inspection vehicle for EEE, CPWD ,GwaliorSubwork/Packages:work","₹4,75,478",09/06/2025 15:00,"₹9,510",09/06/2025 15:30
09/EEE/DED-11/25-26 (Recall),Provision for additional CCTV Cameras for Children Room in existing Pelco make surveillance system installed in Patiala House Court New Delhi.Subwork/Packages:Provision for additional CCTV Cameras for Children Room in existing Pelco make surveillance system installed in Patiala House Court New Delhi.,"₹6,36,688",09/06/2025 16:00,"₹12,734",09/06/2025 16:30
22/EEE/DED-11/25-26 (RECALL),"Upgradation/Maintenance in GPRA quarters at Pandara Road, Pandara Park, Shajahan Road & Humanyu Road, (Service centre No. 209, 210, 211 & 212) and other locations under SD -3, DED-11,CPWD New Delhi. (SH: SITC of outdoor LED Light Fittings. )Subwork/Packages:SITC of Outdoor LED Light fittings.","₹18,32,237",09/06/2025 16:00,"₹36,645",09/06/2025 16:30
23/NIT/EE-Ranchi/CPWD/2025-26,"Maintenance of garden area attached Survey of India, Jharkhand & Bihar Geospatial Directorate, Doranda Ranchi during 2025-26 SH: Complete maintenance of garden features","₹11,35,496",09/06/2025 15:00,"₹22,710",09/06/2025 15:30
05/AE-4/C4D/2025-26/Chennai,"Providing day to day secretarial services to The Office of  Chief Architect, Rajaji bhavan, Chennai-90.","₹4,87,664",07/06/2025 15:00,"₹9,753",07/06/2025 15:30
05/NIQ/EE/KURNOOL/2025-26,"Construction of Reception cum visitor waiting hall including water supply sanitary and Electrical installations for SRFMT & TI Tractor Nagar, at Garladinne, Anantapur, Andhra Pradesh. SH: Miscellaneous additional works at reception cum visitor hall.",₹0,07/06/2025 15:00,₹0,07/06/2025 15:30
07/EE(C)-II/DDN/2025-26,"Renovation of Kitchen with wall / floor tiles and wooden cabinets of Type IV Quarters (07 to 10 No.) at WII, Dehradun.","₹8,34,489",09/06/2025 15:00,"₹16,690",09/06/2025 15:30
67(01)/EE(Puducherry)/2025/381 dt. 31.05.2025,"Construction of 400 Bedded boys Hostel Building at JIPMER Campus, Puducherry. SH: Providing and Inspection Vehicle 1 no. of the O/o The SE(Puducherry), CPWD, Puducherry for the period of Six(06) Months.Subwork/Packages:Providing and Operation of Inspection Vehicle 1 no. for the O/o The SE(Puducherry), CPWD, Puducherry for the period of Six(06) Months.","₹5,16,090",09/06/2025 15:00,₹0,
17/EE/Indore-I/2025-26,"Construction of 200 Capacity Boys Hostel (G plus 3) and workshop building (G plus 1) including Electrical and Horticulture works at MSME, IGTR, Indore (M.P.) SH: - Balance work (Providing and fixing WPC flush door shutter and frame for toilets).","₹8,95,546",09/06/2025 15:00,"₹17,911",09/06/2025 15:30
11/DDH/HDN/2025-26,"M/o Garden area attached to Office building, Indian Bureau of Mines at Naya Raipur (C.G). SH:- Maintenance  of Horticulture work. During 2025-26Subwork/Packages:SH:- Maintenance of Horticulture work. During 2025-26","₹3,67,618",09/06/2025 15:00,"₹7,352",09/06/2025 15:30
04/EE/BFD-IV/AE/TBFSD/2025-26,"Extra Ordinary Repair of IBB Roads in the stretches under IBBR- 56, 57, 62, 64, 67, 68, 70, 75 & Link roads (Total length 200.05 Km), Culvert repair- 236 Nos. and bridge painting- 10 Nos. in the State of West Bengal and Assam along Indo-Bangladesh Border (IBB). SH: Earth work, Culvert work, Toe wall, Dismantling & Demolishing work, Road work, and Bridge painting in the stretches under IBBR 62, 64, 67, 70, 75 (Package-I of length 122.37 Kms). SH: Providing data Entry operator for O/o Executive Engineer, BFD-IV, CPWD, CoochBehar","₹3,36,528",09/06/2025 17:00,"₹6,731",09/06/2025 17:30
10/EE/AD/2025-26 - Recall 1,"Construction of Temporary Structure in School of Planning and Architecture Building IP Estate, New Delhi (SH: Civil & Electrical Work)","₹49,76,199",09/06/2025 15:00,"₹99,524",09/06/2025 15:30
22/EE/AD/2025-26,"Special repair to bungalow at Press Block GPRA Timarpur, New Delhi (SH: Repair of damage floors out side of bungalows and paneling of walls affected due to wall dampness).","₹16,15,409",09/06/2025 15:00,"₹32,308",09/06/2025 15:30
02/EE/Indore-I/2025-26/2nd Call,"Providing and fixing Precoated Galvanised iron profile sheet with dismantling existing Asbestos cement sheet on roof for Multipurpose hall and Group D staff quarters, MTS at JNV Rampura district Neemuch (M.P.)","₹14,77,093",09/06/2025 15:00,"₹29,542",09/06/2025 15:30
02/AE-II/SBP/CPWD/2025-26,"Construction of A Type School Building (G plus 1) (With future provision of one additional storey in foundation design) and 9 Nos Residential Quarters ( 4 Nos Type II, 4 Nos Type III, 1 No Type-V) for Kendriya Vidyalaya, Titlagarh, Distt- Balangir, Odisha.Subwork/Packages:Structural Designing works of KV, Titlagarh, Balangir, Odisha.",₹0,16/06/2025 17:00,₹0,
18/EE/AGRA/2025-26,"Work of day to day caring of Inspection Bunglow, GPO Building, Sanjay Place, Agra during 2025-26Subwork/Packages:Civil Work","₹4,18,323",04/06/2025 15:30,"₹8,366",04/06/2025 16:00
01/AE-II/SBP/CPWD/2025-26,"Construction of A Type School Building (G plus 1) (With future provision of one additional storey in foundation design), 9 Nos. Residential Quarters (4 Nos. Type-II & Type-III Quarters (G plus 1) each and 1 No. Type-V Quarter) and Boundary wall etc. for Kendriya Vidyalaya, Patnagarh, Dist- Balangir, Odisha.Subwork/Packages:Structural Designing works of KV, Patnagarh, Balangir, Odisha.",₹0,16/06/2025 17:00,₹0,
NIT/09/EE/GNR-I/2025-26,"Providing and fixing modular kitchen for all (Type-I to Type-V) quarters at SOI Residential Colony, Sector-13, Gandhinagar.","₹34,20,768",09/06/2025 15:00,"₹68,415",09/06/2025 15:30
11/CE(Bhopal)/EE-I/2025-26,"Renovation of damaged flooring, toilets, false ceiling, plinth protection, drainage line, windows, making parking shed, providing paver blocks in courtyard, shed for MS stairs, internal and external paintings and miscellaneous works for Energy Centre at Maulana Azad National Institute of Technology(MANIT) at Bhopal(M.P.)","₹2,59,53,118",09/06/2025 15:00,"₹5,19,062",09/06/2025 15:30
54(02)/AE(E)/CPWD/Gwl/2025/430 dated 31/05/2025,Upgradation and special repair to EI and fans of 48 no. Type III at AGMP residential quarter Shastri nagar gwaliorSubwork/Packages:upgradation and special repair  to EI ad Fans of 48 no. Type III at AGMP residential quarter shastri nagar gwalior,"₹74,216",04/06/2025 15:00,"₹1,484",04/06/2025 15:30
NIT/06/DDH/HDG/2025-26,"Upgradation and maintenance of garden area attached to GSI office building Sec-10 & GSI colony Sec-12, Gandhinagar, Gujarat during 2025-26","₹12,29,300",09/06/2025 15:00,"₹24,586",09/06/2025 15:30
20/EE(C)-I/Vadodara/2025-26,"Addition/Alteration/Renovation of Division office and Guest House i/c finishing work, wall panneling, Misc. Civil Works at CPWD Office, Fatehganj, Vadodara, Gujarat.","₹16,23,155",09/06/2025 15:00,"₹32,463",09/06/2025 15:30
13/2025-26/EE/Visakhapatnam,"Construction of Vertical Extension on the existing Girls Hostel (partly on the second floor, third floor and fourth floor), including water supply, sanitary installations, drainage, providing IEI and fans, firefighting with downcomer system, manual fire alarm system, LAN networking system, CCTV system and 13 passenger lift, etc., for Indian Maritime University, Vangali, Sabbavaram Mandal, Visakhapatnam, Andhra PradeshSubwork/Packages:Construction of vertical extension on the existing Girls Hostel (partly on the second floor, third floor and fourth floor), including water supply, sanitary installations, drainage, providing IEI and fans, firefighting with downcomer system, manual fire alarm system, LAN networking system, CCTV system and 13 passenger lift, etc. for Indian Maritime University, Vangali, Sabbavaram Manda, Visakhapatnam Andhra Pradesh","₹8,65,46,922",16/06/2025 15:00,"₹17,30,938",16/06/2025 15:30
50/EE/ID/A-4/2025-26,A/R & M/O work to Delhi High Court under 4-I Sub Division during 2025-26 (SH: Precaution work for monsoon for DHC Judges bungalows under Section-1).,"₹5,60,320",04/06/2025 15:00,"₹11,206",04/06/2025 15:35
NIT/07/DDH/HDG/2025-26,"M/O Garden area attached to Central GST office bldg. at Vadodara, Gujarat during 2025-26. SH: Complete maintenance of garden feature.","₹9,63,299",09/06/2025 15:00,"₹19,266",09/06/2025 15:30
"AE(E)-III/PHEWD/2025-26/78, Dated-31.05.2025",Annual maitenance & operation of HVAC and refrigeration system at Parliament House during 2025-26. (SH : Repairing and overhauling of 102000 CMH capacity Blower fan of Central Hall AHU installed at Samvidhan Sadan.),₹0,06/06/2025 15:00,₹0,06/06/2025 15:30
NIT/08/DDH/HDG/2025-26,"M/O Garden area attached to SB office bldg. Kankot at Rajkot, Gujarat during 2025-26","₹6,49,721",09/06/2025 15:00,"₹12,994",09/06/2025 15:30
07/AE/CSD1/3/2025-26/Chennai,"C/o Multi storied RCC Building for ICMR school of Public Health Comprising of Clinical Research Centre, Academic Centre, Central facility hostel and Guest house including Compound wall and Development work at national Institute of Epidemiology, Ayappakkam, Ch-77 SH: Providing Day to day Inspection Vehicle service on monthly Hire basis to the office of the Assistant Engineer, CSD 1/3, KK Nagar, Ch-78 for period of 7 months during 2025-26.","₹5,54,200",09/06/2025 15:00,"₹11,084",09/06/2025 15:30
39/25-26/HYd-III/4/HYD,"C/o. Lecture Hall complex (G plus 1) floors on EPC Mode-I Basis with civil works i/c Internal water supply etc. at HCU, Gachibowli, Hyderabad. SH: Providing the services of attendant and computer operator for HYD-III/4.","₹4,22,825",09/06/2025 15:00,"₹8,457",09/06/2025 15:15
NIT/09/DDH/HDG/2025-26,"Maintenance of garden area attached to office building of NSTI Vadodara, Gujarat during 2025-26","₹12,96,146",09/06/2025 15:00,"₹25,923",09/06/2025 15:30
48/EE/E/PEED/2025-2026,MOEI AND FANS IN NON RESIDENTIAL BUILDING AT SCH A AND B PRESIDENT ESTATE RASHTRAPATI BHAVAN NEW DELHISubwork/Packages:SITC OF DATA NETWORKING SYSTEM AT VARIOUS LOCATIONS IN PRESIDENT ESTATE,"₹93,35,956",10/06/2025 15:00,"₹1,86,719",10/06/2025 15:30
20/EE(E)/DED-81/2025-26,"1. ARMO of EI & Fans, Pumps, Lift, DG Set, Fire Alarm & Fire Fighting System CGHS Dispensary Building at Ashok Vihar Tri Nagar,New Delhi during 2025-26. 2. ARMO of EI & Fans, pumps, lift, DG set, Fire Alarm & fire fighting System CGHS Dispensary Building at Shakur Basti,New Delhi during 2025-26 3. ARMO of EI & fans ,pump Set, Lift at CGHS Dispensary Building at pitampura,New Delhi During 2025-26 4. ARMO of EI & fans, Pumps, Lift, DG Set, Fire Alarm & Fire fighting System CGHS Dispensary Building at Shalimar Bagh, New Delhi 2025-26 5. ARMO of EI & Fans, Pumps, Lift, Fire Alarm & Fire Fighting System CGHS Dispensary Sec -16, Rohini, New Delhi During 2025-26. (SH: Operation and maintenance of EI & Fans, Pumps, Including Comprehensive maintenance of Lifts & Supplying and fixing of WTAC,STAC,UPS & Electrical accessories in different Dispensaries)","₹44,87,400",09/06/2025 15:00,"₹89,748",09/06/2025 15:30
42/EE (E)/DED-21/2025-26-Recall1,"Provision of Desert Coolers DHQ Security troops, Defence Office Complex, New Delhi.","₹8,04,800",05/06/2025 17:29,"₹16,096",05/06/2025 17:30
